start,count
"(276, 422, 1372)","(62, 36, 55)"
"(1923, 597, 227)","(62, 52, 39)"
"(1733, 430, 2018)","(44, 69, 41)"
"(880, 385, 1229)","(56, 41, 54)"
"(1162, 804, 2422)","(60, 61, 34)"
"(94, 483, 2727)","(40, 41, 77)"
"(1430, 303, 1758)","(87, 28, 50)"
"(96, 253, 975)","(76, 42, 39)"
"(967, 249, 680)","(61, 33, 62)"
"(1115, 747, 138)","(52, 61, 39)"
"(661, 814, 2078)","(67, 45, 41)"
"(890, 451, 1306)","(56, 41, 54)"
"(1754, 533, 1511)","(78, 27, 58)"
"(800, 473, 2356)","(61, 35, 58)"
"(955, 38, 1144)","(50, 63, 39)"
"(999, 563, 1346)","(37, 58, 57)"
"(914, 119, 932)","(70, 30, 59)"
"(1914, 273, 2802)","(31, 53, 74)"
"(1043, 188, 780)","(66, 30, 63)"
"(1590, 212, 1401)","(93, 27, 49)"
"(932, 562, 425)","(44, 83, 34)"
"(539, 59, 981)","(36, 49, 70)"
"(1480, 636, 3305)","(30, 76, 54)"
"(1490, 133, 2960)","(31, 57, 70)"
"(980, 630, 1297)","(85, 58, 25)"
"(1515, 319, 1223)","(53, 57, 41)"
"(664, 285, 1196)","(28, 79, 55)"
"(805, 314, 1648)","(48, 39, 66)"
"(171, 513, 1184)","(47, 97, 27)"
"(1430, 289, 2782)","(38, 82, 39)"
"(749, 581, 1843)","(48, 91, 28)"
"(2004, 130, 1864)","(99, 28, 44)"
"(1526, 370, 1617)","(31, 73, 55)"
"(976, 218, 1484)","(70, 40, 44)"
"(1122, 385, 2131)","(42, 64, 46)"
"(871, 445, 954)","(74, 58, 29)"
"(845, 427, 2178)","(30, 51, 81)"
"(1943, 583, 119)","(38, 62, 53)"
"(236, 483, 2100)","(26, 77, 62)"
"(1646, 252, 525)","(64, 44, 43)"
"(1162, 437, 1884)","(62, 63, 32)"
"(943, 219, 300)","(58, 33, 64)"
"(907, 369, 1574)","(71, 51, 34)"
"(1101, 340, 940)","(33, 34, 108)"
"(759, 387, 1765)","(41, 49, 61)"
"(980, 325, 1311)","(43, 87, 33)"
"(926, 187, 2552)","(50, 61, 40)"
"(1554, 383, 1859)","(69, 68, 26)"
"(2370, 623, 2938)","(88, 38, 37)"
"(826, 394, 1246)","(49, 69, 36)"
"(51, 32, 980)","(60, 60, 34)"
"(276, 481, 2145)","(58, 35, 60)"
"(2037, 464, 217)","(81, 22, 70)"
"(1275, 306, 2405)","(65, 33, 58)"
"(996, 520, 2955)","(38, 56, 57)"
"(1681, 576, 724)","(46, 44, 61)"
"(1526, 562, 1120)","(63, 59, 34)"
"(1378, 366, 1304)","(40, 36, 85)"
"(876, 340, 1136)","(62, 54, 37)"
"(515, 398, 1285)","(40, 68, 46)"
"(994, 281, 1269)","(98, 35, 36)"
"(1975, 285, 2503)","(31, 48, 84)"
"(780, 844, 1749)","(50, 50, 50)"
"(671, 365, 2126)","(68, 28, 64)"
"(1230, 328, 1716)","(66, 33, 57)"
"(682, 250, 1803)","(33, 88, 42)"
"(1104, 332, 2004)","(37, 52, 64)"
"(837, 418, 2260)","(35, 94, 38)"
"(1056, 303, 1759)","(40, 42, 73)"
"(1068, 384, 1896)","(29, 61, 71)"
"(797, 299, 1663)","(46, 48, 56)"
"(946, 624, 1511)","(24, 80, 65)"
"(497, 280, 1343)","(63, 32, 62)"
"(1297, 265, 2417)","(70, 65, 27)"
"(2131, 463, 1642)","(59, 30, 69)"
"(1339, 161, 40)","(76, 27, 60)"
"(1458, 418, 1670)","(25, 93, 53)"
"(1118, 92, 984)","(48, 36, 72)"
"(305, 423, 2561)","(30, 61, 68)"
"(805, 317, 1619)","(36, 34, 102)"
"(1361, 372, 1319)","(49, 38, 65)"
"(1842, 267, 688)","(52, 44, 54)"
"(1550, 387, 651)","(62, 33, 61)"
"(2017, 788, 3358)","(31, 46, 86)"
"(1384, 597, 1063)","(82, 43, 35)"
"(1222, 350, 2706)","(76, 30, 55)"
"(1867, 322, 2622)","(60, 39, 53)"
"(474, 443, 1556)","(96, 29, 45)"
"(737, 520, 2427)","(83, 43, 35)"
"(82, 246, 952)","(32, 42, 90)"
"(1379, 130, 1103)","(46, 50, 53)"
"(927, 206, 715)","(67, 55, 33)"
"(927, 342, 1580)","(57, 40, 54)"
"(1557, 543, 2238)","(50, 34, 72)"
"(1829, 102, 1168)","(40, 69, 45)"
"(800, 204, 1214)","(59, 75, 28)"
"(359, 597, 1270)","(89, 33, 41)"
"(1426, 358, 1709)","(72, 36, 47)"
"(35, 343, 1356)","(47, 39, 67)"
"(1716, 438, 1487)","(64, 61, 31)"
"(1298, 266, 2441)","(37, 90, 37)"
"(1873, 354, 2191)","(64, 39, 49)"
"(1043, 410, 168)","(78, 63, 25)"
"(821, 713, 142)","(38, 68, 48)"
"(1122, 428, 2123)","(62, 24, 82)"
"(310, 289, 1536)","(36, 40, 86)"
"(417, 615, 1301)","(51, 41, 58)"
"(1568, 326, 1913)","(35, 73, 48)"
"(738, 662, 762)","(46, 52, 52)"
"(691, 457, 79)","(43, 50, 57)"
"(677, 284, 399)","(69, 35, 51)"
"(1047, 381, 1876)","(45, 47, 59)"
"(10, 291, 1377)","(58, 28, 77)"
"(1368, 73, 1364)","(42, 52, 57)"
"(760, 289, 1692)","(58, 55, 39)"
"(1330, 62, 926)","(66, 33, 56)"
"(1760, 572, 769)","(35, 66, 54)"
"(1690, 339, 767)","(45, 54, 51)"
"(206, 61, 2160)","(88, 33, 43)"
"(1566, 468, 1389)","(62, 36, 55)"
"(348, 209, 1297)","(28, 71, 62)"
"(554, 374, 2072)","(36, 52, 66)"
"(1725, 411, 2017)","(35, 49, 72)"
"(1186, 432, 1867)","(33, 58, 64)"
"(714, 39, 2512)","(61, 34, 59)"
"(666, 548, 2016)","(44, 64, 44)"
"(588, 296, 1748)","(76, 28, 58)"
"(315, 868, 773)","(83, 30, 50)"
"(655, 274, 1732)","(27, 66, 69)"
"(325, 21, 582)","(47, 93, 28)"
"(1385, 404, 1385)","(78, 37, 42)"
"(249, 391, 358)","(60, 25, 81)"
"(1078, 613, 1265)","(25, 90, 56)"
"(628, 419, 1570)","(54, 58, 40)"
"(385, 611, 201)","(73, 24, 70)"
"(195, 161, 493)","(102, 40, 30)"
"(579, 388, 36)","(45, 63, 44)"
"(1122, 388, 164)","(74, 67, 25)"
"(1855, 367, 2179)","(61, 29, 69)"
"(1438, 855, 2328)","(37, 83, 40)"
"(632, 44, 1469)","(84, 24, 60)"
"(154, 338, 134)","(54, 41, 56)"
"(786, 166, 3161)","(66, 33, 56)"
"(900, 573, 1414)","(43, 65, 45)"
"(840, 350, 1207)","(40, 82, 38)"
"(988, 661, 1344)","(65, 25, 76)"
"(1202, 588, 2049)","(67, 37, 50)"
"(1056, 338, 1003)","(68, 57, 32)"
"(963, 852, 257)","(32, 56, 69)"
"(31, 331, 1362)","(59, 35, 60)"
"(530, 384, 2076)","(51, 49, 50)"
"(236, 626, 543)","(57, 65, 33)"
"(1691, 255, 1418)","(47, 43, 62)"
"(889, 623, 1469)","(58, 52, 41)"
"(1349, 5, 2112)","(47, 45, 58)"
"(862, 457, 1286)","(63, 68, 29)"
"(1568, 824, 998)","(43, 41, 70)"
"(1326, 302, 977)","(52, 50, 48)"
"(2116, 178, 862)","(35, 40, 88)"
"(2447, 386, 3109)","(84, 29, 51)"
"(1634, 576, 1971)","(47, 51, 52)"
"(1501, 389, 1640)","(34, 53, 69)"
"(351, 57, 2468)","(39, 37, 87)"
"(1407, 607, 1010)","(51, 40, 61)"
"(1724, 408, 1333)","(27, 69, 66)"
"(1268, 819, 2453)","(50, 77, 32)"
"(1477, 194, 1242)","(38, 53, 62)"
"(1775, 621, 774)","(46, 57, 48)"
"(1482, 305, 1743)","(33, 57, 66)"
"(936, 381, 1567)","(85, 25, 59)"
"(1158, 396, 1975)","(47, 51, 51)"
"(859, 768, 3397)","(54, 82, 28)"
"(1816, 89, 1165)","(59, 59, 36)"
"(554, 372, 2088)","(40, 57, 55)"
"(231, 420, 1055)","(100, 29, 42)"
"(1015, 632, 165)","(21, 77, 77)"
"(1929, 754, 1422)","(85, 44, 33)"
"(681, 252, 433)","(34, 49, 74)"
"(1719, 2, 2835)","(61, 27, 76)"
"(886, 448, 1331)","(39, 72, 44)"
"(1478, 825, 1031)","(57, 51, 43)"
"(949, 656, 1412)","(37, 48, 69)"
"(948, 472, 479)","(46, 91, 30)"
"(1368, 11, 451)","(47, 56, 47)"
"(1155, 176, 1849)","(45, 63, 44)"
"(1517, 470, 1024)","(31, 40, 101)"
"(817, 371, 1179)","(60, 29, 71)"
"(625, 52, 2122)","(44, 48, 59)"
"(627, 470, 1593)","(68, 46, 40)"
"(644, 833, 3230)","(44, 53, 53)"
"(1663, 262, 520)","(43, 39, 73)"
"(1072, 638, 1264)","(28, 64, 70)"
"(701, 256, 1145)","(54, 57, 40)"
"(1352, 373, 1312)","(26, 63, 76)"
"(1048, 297, 949)","(48, 37, 70)"
"(223, 723, 948)","(24, 79, 66)"
"(637, 237, 1737)","(41, 64, 47)"
"(250, 834, 1720)","(69, 64, 28)"
"(1122, 743, 133)","(55, 86, 26)"
"(1230, 328, 1697)","(54, 27, 84)"
"(1556, 397, 1603)","(38, 64, 50)"
"(515, 419, 1267)","(37, 43, 78)"
"(830, 434, 2239)","(25, 61, 81)"
"(946, 319, 1148)","(54, 58, 39)"
"(312, 184, 1477)","(45, 67, 41)"
"(1157, 877, 1381)","(53, 52, 45)"
"(859, 371, 1223)","(51, 80, 30)"
"(1406, 306, 2760)","(56, 61, 37)"
"(703, 365, 869)","(41, 54, 55)"
"(714, 372, 833)","(42, 93, 31)"
"(307, 74, 2482)","(68, 40, 45)"
"(1476, 425, 822)","(32, 60, 64)"
"(1159, 442, 2325)","(66, 26, 71)"
"(952, 268, 1255)","(50, 60, 42)"
"(739, 551, 1071)","(84, 42, 35)"
"(1477, 516, 1600)","(55, 54, 42)"
"(1125, 194, 1857)","(73, 41, 41)"
"(1052, 191, 816)","(61, 43, 47)"
"(1682, 694, 847)","(53, 38, 61)"
"(224, 59, 2143)","(71, 66, 26)"
"(761, 325, 698)","(50, 40, 61)"
"(648, 737, 3291)","(38, 32, 102)"
"(1291, 310, 1826)","(54, 53, 44)"
"(1727, 332, 796)","(42, 68, 43)"
"(1433, 665, 1009)","(57, 58, 37)"
"(1979, 372, 2494)","(54, 45, 51)"
"(1142, 635, 1841)","(34, 44, 82)"
"(1312, 381, 317)","(39, 64, 49)"
"(969, 854, 268)","(49, 46, 54)"
"(1159, 488, 1059)","(39, 96, 33)"
"(1106, 647, 1131)","(44, 31, 89)"
"(870, 132, 607)","(55, 34, 66)"
"(1483, 460, 1053)","(54, 35, 65)"
"(246, 216, 68)","(61, 33, 62)"
"(1205, 589, 2045)","(42, 58, 50)"
"(44, 842, 1406)","(50, 52, 47)"
"(1283, 340, 1692)","(64, 29, 66)"
"(1190, 395, 2102)","(44, 42, 67)"
"(1374, 391, 1404)","(72, 50, 34)"
"(599, 672, 684)","(62, 42, 48)"
"(1738, 446, 1021)","(78, 51, 31)"
"(2421, 400, 2846)","(75, 77, 21)"
"(1553, 397, 2602)","(47, 41, 64)"
"(1532, 523, 1592)","(32, 57, 69)"
"(2270, 382, 317)","(41, 52, 58)"
"(2379, 196, 1575)","(45, 61, 45)"
"(1478, 849, 1022)","(70, 25, 71)"
"(1548, 876, 149)","(56, 43, 51)"
"(1094, 657, 1136)","(54, 27, 85)"
"(2227, 197, 2268)","(56, 47, 48)"
"(1323, 68, 912)","(24, 58, 88)"
"(687, 444, 2496)","(69, 54, 33)"
"(0, 329, 1325)","(59, 38, 56)"
"(1445, 399, 1659)","(49, 32, 79)"
"(1980, 368, 2493)","(44, 49, 57)"
"(1580, 485, 1618)","(86, 32, 45)"
"(725, 255, 1822)","(51, 48, 50)"
"(272, 701, 1192)","(46, 53, 51)"
"(1368, 891, 619)","(50, 41, 61)"
"(1056, 391, 206)","(70, 32, 54)"
"(1053, 397, 1913)","(53, 62, 37)"
"(1642, 770, 1591)","(45, 63, 44)"
"(1419, 296, 1730)","(56, 43, 51)"
"(1304, 768, 1546)","(64, 39, 50)"
"(133, 867, 1635)","(52, 78, 31)"
"(619, 505, 2528)","(76, 41, 40)"
"(1747, 471, 1254)","(67, 31, 60)"
"(1089, 638, 1331)","(33, 55, 69)"
"(556, 411, 2264)","(53, 43, 55)"
"(412, 632, 1269)","(61, 32, 64)"
"(421, 243, 1382)","(72, 59, 29)"
"(572, 390, 2049)","(39, 59, 53)"
"(1379, 150, 1094)","(49, 44, 56)"
"(852, 216, 1119)","(79, 49, 32)"
"(665, 823, 3215)","(25, 59, 84)"
"(903, 668, 1436)","(50, 41, 59)"
"(1259, 322, 2378)","(26, 74, 65)"
"(834, 199, 1124)","(51, 43, 56)"
"(877, 431, 2175)","(74, 31, 54)"
"(81, 336, 1311)","(58, 45, 47)"
"(1211, 598, 3015)","(54, 41, 55)"
"(962, 246, 681)","(51, 62, 39)"
"(485, 79, 2199)","(33, 55, 68)"
"(1497, 345, 1690)","(53, 74, 32)"
"(665, 165, 3001)","(58, 33, 65)"
"(851, 419, 2198)","(97, 46, 27)"
"(1418, 710, 1094)","(39, 70, 45)"
"(369, 260, 376)","(22, 69, 82)"
"(1537, 385, 2602)","(50, 30, 82)"
"(1203, 583, 2998)","(38, 48, 68)"
"(1590, 448, 1383)","(38, 47, 70)"
"(1541, 520, 1672)","(36, 39, 89)"
"(1189, 151, 924)","(49, 32, 79)"
"(1007, 214, 1508)","(44, 38, 75)"
"(1550, 364, 1629)","(41, 53, 57)"
"(1443, 237, 1218)","(69, 24, 74)"
"(873, 113, 504)","(34, 32, 111)"
"(1357, 365, 1303)","(25, 66, 74)"
"(802, 493, 2261)","(73, 25, 67)"
"(1023, 232, 1210)","(66, 30, 62)"
"(661, 688, 776)","(97, 36, 35)"
"(245, 604, 532)","(42, 74, 40)"
"(38, 344, 1611)","(30, 85, 48)"
"(618, 42, 1504)","(56, 43, 51)"
"(829, 418, 2245)","(44, 55, 51)"
"(244, 748, 2804)","(85, 50, 29)"
"(1091, 323, 2031)","(42, 62, 47)"
"(849, 397, 943)","(40, 73, 42)"
"(614, 606, 1536)","(33, 54, 69)"
"(641, 466, 1583)","(68, 61, 30)"
"(1634, 28, 1554)","(45, 67, 41)"
"(1391, 755, 430)","(58, 60, 35)"
"(181, 357, 2582)","(57, 47, 47)"
"(1020, 249, 1226)","(46, 48, 56)"
"(1972, 667, 1362)","(43, 54, 53)"
"(85, 707, 2184)","(60, 31, 66)"
"(70, 200, 1838)","(58, 55, 39)"
"(1307, 131, 1172)","(46, 52, 52)"
"(708, 460, 854)","(76, 37, 45)"
"(260, 298, 1591)","(64, 51, 38)"
"(1073, 374, 212)","(33, 66, 57)"
"(1223, 196, 1991)","(22, 75, 75)"
"(985, 668, 151)","(51, 32, 74)"
"(11, 336, 1342)","(47, 39, 67)"
"(831, 305, 689)","(39, 61, 52)"
"(757, 423, 848)","(46, 55, 49)"
"(1110, 396, 20)","(46, 66, 41)"
"(29, 660, 1176)","(58, 41, 52)"
"(2206, 729, 1200)","(52, 37, 65)"
"(161, 408, 148)","(28, 64, 68)"
"(683, 258, 1158)","(35, 82, 43)"
"(910, 655, 1533)","(88, 48, 29)"
"(616, 597, 1536)","(32, 56, 69)"
"(893, 346, 1608)","(61, 35, 57)"
"(814, 303, 713)","(57, 54, 39)"
"(1607, 352, 2637)","(29, 63, 68)"
"(1082, 58, 1089)","(64, 34, 56)"
"(1079, 207, 1947)","(38, 65, 50)"
"(2231, 184, 1282)","(50, 41, 61)"
"(816, 294, 1628)","(55, 69, 33)"
"(1835, 322, 1268)","(57, 55, 40)"
"(775, 490, 2381)","(53, 56, 42)"
"(936, 421, 1249)","(63, 36, 55)"
"(1584, 761, 41)","(80, 38, 41)"
"(1678, 646, 1629)","(48, 37, 70)"
"(950, 394, 1247)","(31, 39, 101)"
"(601, 236, 2999)","(45, 53, 52)"
"(946, 405, 1246)","(62, 52, 39)"
"(758, 288, 1680)","(69, 50, 36)"
"(167, 767, 2280)","(28, 60, 73)"
"(1237, 351, 2972)","(47, 41, 64)"
"(1559, 431, 1365)","(30, 80, 52)"
"(1202, 609, 2057)","(45, 64, 42)"
"(1774, 407, 2039)","(47, 71, 37)"
"(1107, 644, 1284)","(50, 49, 50)"
"(1522, 371, 1603)","(56, 71, 31)"
"(526, 402, 1286)","(52, 46, 52)"
"(893, 379, 1156)","(47, 63, 42)"
"(521, 403, 1262)","(77, 36, 44)"
"(950, 202, 1542)","(65, 35, 54)"
"(176, 43, 724)","(74, 34, 49)"
"(1559, 379, 1624)","(58, 42, 51)"
"(149, 270, 1211)","(83, 44, 34)"
"(1352, 70, 301)","(45, 52, 53)"
"(1688, 252, 529)","(26, 56, 84)"
"(602, 275, 1717)","(72, 47, 37)"
"(1153, 362, 2020)","(58, 41, 52)"
"(46, 237, 1012)","(64, 66, 29)"
"(545, 135, 2931)","(51, 40, 61)"
"(1028, 380, 2035)","(62, 39, 52)"
"(1641, 484, 1590)","(75, 40, 41)"
"(258, 291, 1565)","(47, 43, 61)"
"(1293, 787, 1127)","(83, 48, 31)"
"(946, 615, 600)","(55, 48, 47)"
"(1087, 334, 1368)","(41, 70, 43)"
"(1088, 74, 3028)","(59, 24, 87)"
"(1671, 716, 1085)","(58, 30, 71)"
"(938, 31, 2422)","(38, 51, 63)"
"(914, 420, 1241)","(55, 37, 62)"
"(250, 263, 1577)","(71, 75, 23)"
"(1289, 321, 341)","(57, 54, 41)"
"(789, 220, 1212)","(41, 70, 42)"
"(1284, 195, 162)","(35, 61, 59)"
"(1058, 317, 1986)","(37, 44, 75)"
"(270, 403, 1375)","(87, 30, 47)"
"(1628, 594, 1980)","(60, 32, 63)"
"(1562, 413, 1572)","(44, 72, 39)"
"(1018, 669, 2566)","(25, 70, 71)"
"(917, 299, 1635)","(44, 42, 67)"
"(1024, 298, 1777)","(58, 56, 38)"
"(1260, 814, 2481)","(61, 57, 35)"
"(1245, 212, 2046)","(46, 63, 42)"
"(780, 552, 2402)","(42, 47, 62)"
"(1302, 775, 1125)","(62, 62, 32)"
"(815, 341, 1151)","(50, 40, 61)"
"(1046, 338, 2013)","(38, 90, 37)"
"(1483, 413, 832)","(22, 76, 73)"
"(2343, 898, 2972)","(40, 55, 55)"
"(1137, 242, 784)","(46, 49, 55)"
"(1344, 303, 1022)","(58, 53, 40)"
"(1742, 447, 1260)","(52, 50, 47)"
"(432, 486, 378)","(39, 67, 47)"
"(254, 450, 1510)","(55, 35, 64)"
"(1318, 496, 1414)","(75, 61, 27)"
"(545, 393, 2292)","(72, 53, 32)"
"(1998, 67, 1826)","(53, 58, 40)"
"(860, 413, 962)","(53, 72, 32)"
"(715, 496, 2407)","(49, 78, 33)"
"(611, 506, 2309)","(72, 45, 39)"
"(1570, 466, 1676)","(42, 84, 35)"
"(1043, 347, 2009)","(57, 51, 43)"
"(1346, 342, 1225)","(44, 66, 43)"
"(1856, 336, 2201)","(45, 51, 54)"
"(1427, 683, 1039)","(40, 54, 58)"
"(350, 129, 1595)","(44, 86, 32)"
"(1437, 477, 1524)","(51, 43, 57)"
"(1382, 446, 1496)","(52, 55, 44)"
"(487, 417, 2090)","(78, 65, 24)"
"(122, 26, 61)","(76, 63, 26)"
"(1143, 283, 778)","(41, 54, 55)"
"(1272, 356, 2969)","(50, 34, 74)"
"(1861, 264, 2678)","(56, 79, 28)"
"(45, 868, 2501)","(52, 53, 45)"
"(530, 456, 2165)","(47, 35, 75)"
"(2417, 574, 1401)","(80, 53, 29)"
"(615, 230, 707)","(41, 67, 45)"
"(2370, 590, 13)","(48, 43, 60)"
"(860, 444, 952)","(40, 58, 53)"
"(1294, 86, 1251)","(56, 83, 26)"
"(1922, 564, 92)","(91, 32, 42)"
"(1705, 291, 1422)","(49, 30, 85)"
"(818, 368, 1165)","(59, 42, 50)"
"(1137, 559, 1846)","(39, 78, 40)"
"(1830, 288, 2681)","(64, 54, 36)"
"(2345, 548, 2286)","(53, 34, 69)"
"(2026, 685, 2369)","(68, 40, 46)"
"(1520, 308, 1222)","(42, 60, 49)"
"(927, 466, 458)","(50, 47, 52)"
"(1743, 559, 720)","(39, 57, 55)"
"(464, 359, 891)","(78, 37, 42)"
"(851, 366, 1143)","(79, 23, 68)"
"(1177, 494, 1079)","(50, 62, 40)"
"(786, 252, 1700)","(38, 77, 42)"
"(772, 831, 1787)","(52, 53, 45)"
"(950, 622, 1307)","(74, 53, 31)"
"(1454, 348, 1634)","(39, 49, 65)"
"(1464, 350, 1722)","(50, 39, 63)"
"(556, 401, 1516)","(55, 52, 43)"
"(1378, 566, 456)","(82, 43, 35)"
"(1076, 247, 1470)","(35, 53, 66)"
"(586, 146, 1606)","(45, 48, 57)"
"(654, 453, 2471)","(58, 39, 55)"
"(761, 468, 2362)","(48, 38, 68)"
"(943, 287, 1254)","(38, 63, 51)"
"(542, 129, 1585)","(28, 69, 64)"
"(787, 543, 2454)","(62, 44, 45)"
"(530, 402, 2219)","(62, 48, 42)"
"(1172, 772, 818)","(32, 63, 61)"
"(729, 301, 2012)","(60, 32, 64)"
"(163, 777, 2291)","(43, 46, 62)"
"(1795, 266, 112)","(28, 47, 94)"
"(1343, 130, 1143)","(51, 52, 47)"
"(612, 468, 1596)","(85, 41, 36)"
"(827, 163, 1116)","(23, 69, 77)"
"(1502, 409, 1595)","(54, 32, 71)"
"(931, 571, 377)","(31, 45, 88)"
"(1110, 651, 1290)","(48, 44, 58)"
"(1088, 405, 145)","(48, 38, 68)"
"(923, 489, 1296)","(50, 40, 62)"
"(1465, 493, 1475)","(60, 35, 59)"
"(714, 387, 853)","(32, 42, 91)"
"(1043, 421, 2059)","(71, 60, 29)"
"(197, 157, 506)","(93, 53, 25)"
"(1590, 351, 2679)","(26, 70, 67)"
"(2144, 887, 3135)","(41, 49, 62)"
"(1835, 309, 2639)","(41, 47, 64)"
"(1514, 346, 1669)","(28, 82, 54)"
"(697, 279, 369)","(24, 74, 68)"
"(743, 423, 296)","(37, 67, 50)"
"(1480, 514, 1606)","(48, 45, 57)"
"(1339, 61, 929)","(38, 43, 76)"
"(81, 83, 1454)","(47, 99, 26)"
"(770, 50, 1676)","(61, 32, 63)"
"(1328, 345, 1228)","(63, 47, 41)"
"(1654, 232, 1450)","(47, 67, 39)"
"(991, 213, 1476)","(64, 37, 52)"
"(1180, 719, 166)","(28, 90, 49)"
"(946, 657, 2594)","(55, 49, 46)"
"(337, 658, 1162)","(46, 42, 63)"
"(155, 577, 2388)","(41, 41, 73)"
"(1366, 26, 1734)","(43, 76, 37)"
"(310, 417, 2595)","(55, 79, 28)"
"(872, 628, 1536)","(54, 64, 36)"
"(1091, 114, 307)","(87, 34, 42)"
"(1773, 416, 2031)","(46, 56, 48)"
"(1179, 476, 919)","(72, 58, 29)"
"(349, 610, 1292)","(91, 41, 33)"
"(164, 504, 1190)","(73, 48, 35)"
"(1543, 219, 1568)","(66, 46, 40)"
"(2296, 354, 1124)","(49, 62, 41)"
"(934, 621, 1490)","(44, 68, 41)"
"(1347, 155, 55)","(57, 49, 44)"
"(247, 403, 1388)","(48, 53, 48)"
"(1549, 336, 1669)","(21, 81, 71)"
"(1670, 709, 865)","(70, 57, 31)"
"(1336, 94, 1367)","(66, 45, 41)"
"(1140, 288, 788)","(44, 67, 42)"
"(1289, 789, 2264)","(59, 34, 63)"
"(1239, 318, 1720)","(52, 56, 42)"
"(2218, 679, 2926)","(47, 49, 54)"
"(1142, 738, 170)","(64, 49, 39)"
"(271, 833, 1712)","(51, 48, 51)"
"(1087, 599, 1300)","(41, 71, 43)"
"(1115, 378, 24)","(58, 67, 32)"
"(1843, 301, 2724)","(43, 37, 78)"
"(301, 688, 1506)","(76, 52, 31)"
"(1294, 302, 2423)","(39, 55, 58)"
"(498, 403, 2118)","(42, 67, 44)"
"(522, 16, 1201)","(72, 43, 40)"
"(2345, 96, 411)","(53, 90, 26)"
"(1446, 449, 376)","(36, 45, 77)"
"(1315, 414, 684)","(37, 62, 53)"
"(893, 122, 935)","(65, 43, 44)"
"(1628, 243, 1427)","(61, 50, 41)"
"(1036, 54, 1106)","(46, 62, 43)"
"(1166, 198, 1462)","(40, 71, 44)"
"(79, 138, 1430)","(57, 48, 45)"
"(545, 321, 1716)","(62, 48, 41)"
"(511, 389, 1162)","(41, 61, 49)"
"(927, 132, 683)","(33, 61, 62)"
"(813, 229, 1159)","(46, 29, 91)"
"(984, 680, 2578)","(64, 39, 49)"
"(1454, 210, 1253)","(58, 40, 54)"
"(2002, 775, 274)","(39, 59, 54)"
"(609, 86, 3321)","(57, 48, 45)"
"(1070, 361, 223)","(42, 60, 48)"
"(862, 521, 1122)","(51, 50, 49)"
"(1410, 581, 1024)","(44, 89, 31)"
"(462, 388, 2074)","(54, 47, 49)"
"(1423, 285, 1738)","(32, 71, 55)"
"(382, 606, 1321)","(83, 49, 30)"
"(666, 269, 1715)","(54, 76, 30)"
"(390, 471, 322)","(45, 70, 40)"
"(764, 497, 2452)","(62, 66, 30)"
"(785, 496, 2389)","(50, 52, 48)"
"(1286, 57, 1340)","(47, 35, 76)"
"(1465, 408, 1038)","(70, 36, 49)"
"(1543, 543, 2230)","(58, 51, 42)"
"(805, 307, 1663)","(48, 50, 51)"
"(206, 482, 3189)","(42, 58, 52)"
"(1646, 623, 1989)","(53, 56, 42)"
"(1479, 409, 1706)","(67, 53, 35)"
"(475, 298, 1364)","(42, 47, 63)"
"(879, 462, 1305)","(37, 65, 51)"
"(1714, 392, 2041)","(68, 46, 39)"
"(751, 383, 249)","(37, 57, 60)"
"(1972, 363, 3142)","(64, 65, 30)"
"(495, 428, 1576)","(63, 38, 52)"
"(1922, 595, 226)","(39, 38, 82)"
"(826, 114, 510)","(76, 27, 61)"
"(125, 584, 2402)","(77, 57, 28)"
"(891, 119, 939)","(45, 52, 53)"
"(991, 729, 1966)","(64, 47, 41)"
"(1083, 372, 2036)","(50, 67, 37)"
"(1195, 171, 967)","(56, 42, 53)"
"(1161, 429, 1870)","(60, 38, 54)"
"(1497, 399, 1685)","(61, 48, 42)"
"(841, 154, 2867)","(67, 30, 62)"
"(1605, 533, 2536)","(29, 64, 67)"
"(1398, 460, 2103)","(40, 52, 59)"
"(315, 203, 1469)","(38, 52, 62)"
"(974, 538, 441)","(38, 36, 91)"
"(1421, 301, 1730)","(63, 43, 46)"
"(1401, 602, 989)","(45, 51, 54)"
"(1978, 740, 1416)","(43, 53, 54)"
"(1754, 448, 1458)","(37, 41, 83)"
"(531, 429, 2647)","(37, 47, 71)"
"(1210, 352, 2723)","(88, 31, 45)"
"(1318, 502, 1392)","(73, 35, 49)"
"(493, 389, 2064)","(33, 56, 67)"
"(1014, 522, 2242)","(62, 49, 41)"
"(798, 821, 1767)","(38, 54, 61)"
"(787, 134, 3178)","(36, 84, 41)"
"(985, 640, 1352)","(57, 45, 48)"
"(1038, 588, 1400)","(50, 38, 64)"
"(37, 270, 1803)","(48, 44, 58)"
"(1655, 249, 539)","(27, 69, 67)"
"(980, 538, 431)","(34, 59, 61)"
"(881, 521, 1110)","(50, 39, 63)"
"(868, 613, 1441)","(61, 31, 66)"
"(1016, 245, 937)","(34, 60, 61)"
"(994, 729, 1976)","(96, 34, 38)"
"(475, 367, 1306)","(62, 56, 35)"
"(685, 633, 1453)","(83, 22, 66)"
"(1575, 381, 1610)","(41, 61, 50)"
"(527, 396, 1241)","(23, 68, 78)"
"(849, 325, 1171)","(48, 57, 45)"
"(1102, 99, 1114)","(49, 47, 54)"
"(544, 458, 1539)","(51, 53, 46)"
"(2277, 110, 1213)","(51, 57, 42)"
"(911, 369, 1151)","(52, 45, 53)"
